0,60
1,60
2,60
3,60
4,60
5,60
6,60
7,60
8,60
9,60
10,60
11,60
12,60
13,60
14,60
15,60
16,60
17,60
18,60
19,60
20,60
21,60
22,60
23,60
24,60
25,60
26,60
27,60
28,60
29,60
30,60
31,60
32,60
33,60
34,60
35,60
36,60
37,60
38,60
39,60
40,60
41,60
42,60
43,60
44,60
45,60
46,59.788
47,59.566
48,59.344
49,59.122
50,58.9
51,58.678
52,58.456
53,58.234
54,58.012
55,57.79
56,57.568
57,57.346
58,57.124
59,56.902
60,56.68
61,56.458
62,56.236
63,56.014
64,55.792
65,55.57
66,55.348
67,55.126
68,55
69,55
70,55
71,55
72,55
73,55
74,55
75,55
76,55
77,55
78,55
79,55
80,55
81,55
82,55
83,55
84,55
85,55
86,55
87,55
88,55
89,55
90,55
91,55.11
92,55.221
93,55.332
94,55.443
95,55.555
96,55.666
97,55.777
98,55.888
99,55.999
100,56.11
101,56.221
102,56.332
103,56.443
104,56.554
105,56.666
106,56.777
107,56.888
108,56.999
109,57.11
110,57.221
111,57.332
112,57.443
113,57.717
114,58.162
115,58.606
116,59.05
117,59.495
118,59.939
119,60.384
120,60.828
121,61.272
122,61.717
123,62.161
124,62.606
125,63.05
126,63.494
127,63.939
128,64.383
129,64.828
130,65.272
131,65.716
132,66.161
133,66.605
134,67.05
135,67.494
136,68.39
137,69.279
138,70.168
139,71.057
140,71.946
141,72.835
142,73.724
143,74.613
144,75.502
145,76.391
146,77.279
147,78.168
148,79.057
149,79.946
150,80.835
151,81.724
152,82.613
153,83.502
154,84.391
155,85.28
156,86.168
157,87.057
158,88.361
159,90.095
160,91.828
161,93.561
162,95.295
163,97.028
164,98.761
165,100.49
166,102.23
167,103.96
168,105.69
169,107
170,107
171,107
172,107
173,107
174,107
175,107
176,107
177,107
178,107
179,107
180,107
181,107
182,107
183,107
184,107
185,107
186,107
187,107
188,107
189,107
190,107
191,107
192,107
193,107
194,107
195,107
196,107
197,107
198,107
199,107
200,107
201,107
202,107
203,107
204,107
205,107
206,107
207,107
208,107
209,107
210,107
211,106.36
212,105.71
213,105.06
214,104.41
215,103.77
216,103.12
217,102.47
218,101.82
219,101.18
220,100.53
221,99.88
222,99.233
223,98.585
224,97.938
225,97.29
226,96.642
227,95.995
228,95.347
229,94.7
230,94.052
231,93.404
232,92.757
233,92.109
234,91.462
235,90.814
236,90.166
237,89.1
238,87.9
239,86.7
240,85.5
241,84.3
242,83.1
243,81.9
244,80.7
245,79.5
246,78.3
247,77.1
248,76.3
249,75.9
250,75.5
251,75.1
252,74.7
253,74.3
254,73.9
255,73.5
256,73.1
257,72.7
258,72.3
259,71.95
260,71.772
261,71.594
262,71.416
263,71.239
264,71.061
265,70.883
266,70.705
267,70.527
268,70.35
269,70.172
270,69.994
271,69.816
272,69.638
273,69.461
274,69.283
275,69.105
276,68.927
277,68.749
278,68.572
279,68.394
280,68.216
281,68.038
282,67.47
283,66.759
284,66.048
285,65.337
286,64.625
287,63.914
288,63.203
289,62.492
290,61.781
291,61.07
292,60.359
293,59.895
294,59.673
295,59.451
296,59.229
297,59.007
298,58.784
299,58.562
300,58.34
301,58.118
302,57.896
303,57.673
304,57.451
305,57.229
306,57.007
307,56.785
308,56.562
309,56.34
310,56.118
311,55.896
312,55.674
313,55.451
314,55.229
315,55.007
316,55.108
317,55.219
318,55.33
319,55.441
320,55.552
321,55.663
322,55.774
323,55.885
324,55.996
325,56.108
326,56.219
327,56.33
328,56.441
329,56.552
330,56.663
331,56.774
332,56.885
333,56.996
334,57.107
335,57.218
336,57.33
337,57.441
338,57.604
339,57.826
340,58.048
341,58.27
342,58.492
343,58.715
344,58.937
345,59.159
346,59.381
347,59.603
348,59.826
349,60
350,60
351,60
352,60
353,60
354,60
355,60
356,60
357,60
358,60
359,60
360,60
