3.17778	-2.03248	110.98882
3.13496	-1.86657	110.5697
3.32996	-0.97667	104.4591
3.07948	-1.13818	103.06823
1.95335	-1.75726	102.4162
2.03686	-1.51062	102.14812
1.99841	-1.35737	102.19098
2.0204	-1.22718	102.03112
1.91876	-0.61413	99.15215
2.308618182	-0.436954545	98.90842727
2.8927	-0.44604	98.65284
3.2135	-0.62402	98.36828
3.23769	-0.65369	98.41332
3.2827	-0.69708	98.66546
3.35961	-0.8031	99.13789
3.32008	-0.84045	99.1873
3.23384	-0.78278	99.34498
3.28381	-0.78771	99.92561
2.88995	-0.98712	105.58686
2.64935	-0.83166	108.69213
2.55102	-1.15907	107.91432
2.74713	-1.35077	106.55531
4.0545	-1.47438	102.05475
7.48937	-0.91022	101.28734
7.19605	-0.51745	100.7342
7.05268	-0.67786	100.70454
6.81152	-0.70039	100.94676
6.74505	-0.68005	101.00499
6.82087	-0.67515	100.77429
6.91315	-0.64875	100.71276
6.9983	-0.6394	100.67048
7.11859	-0.72123	100.6496
7.28833	-0.7888	100.74901
7.379318182	-0.8125	100.7870636
7.38555	-0.88	100.94127
7.369355556	-0.8734	101.0089111
7.3888	-0.854909091	101.0572455
7.34218	-0.8888	101.3313
7.21361	-0.8591	101.75812
5.51679	-1.95776	105.49238
4.2633	-1.804822222	110.2697778
5.3034	-1.225972727	109.4642909
5.7398	-0.90307	105.85328
3.69525	0.15709	100.62817
3.226933333	-0.880722222	102.4829222
2.0924	-0.789527273	106.8460273
-11.57685	-1.05907	110.23846
-24.12873	-1.0525	109.42986
-23.0779	-0.73497	110.38953
-20.89105	-1.43317	110.1143
-21.12232	-0.71466	109.66223
-22.34784	-0.73278	109.02502
-24.79063	-0.23071	107.27216
-24.23462222	-0.097044444	109.1461222
-23.87778182	0.021463636	109.9112
-23.43878	0.06481	110.17199
-23.21027	0.10381	110.1588
-21.89465	0.23236	109.75121
-15.7956	-0.01536	107.67208
-15.76649	-1.13544	108.9113
-14.92823	-0.86956	109.01349
-14.52942727	-0.787027273	109.0802545
-14.47503	-0.67017	109.19585
-14.43601111	-0.643311111	109.3524222
-14.45050909	-0.805	109.3234455
8.436266667	0.823366667	98.65112222
23.56217273	3.858690909	89.81373636
27.64324	3.3684	93.01191
32.4624	5.19653	90.94099
33.05968889	5.093366667	91.3788
32.61890909	4.814018182	91.21799091
