-79.05441608	12.80123028	449.3239398
-25.20343151	17.03226425	436.963228
-61.18732648	38.12558006	442.0421078
-78.2587223	31.2910104	449.6056939
-45.08445938	-43.13006626	440.9956128
-44.45297238	-67.88269951	442.7299878
-36.60569033	50.05527641	426.967964
-52.23517147	-47.45757684	444.9996575
-58.25508487	-63.81079437	443.8593527
-70.03614539	-73.437211	444.7893289
5.904131103	-123.2800264	417.8171656
-65.89106176	-89.21521948	443.7577704
-215.7612023	-86.72818557	448.8031075
-207.7642882	-86.80537252	451.1030033
-213.5874342	-86.8269219	450.80011
-52.2368866	-58.51069979	446.1578082
-47.87900559	-22.047268	453.0680903
-42.23465598	5.834997718	466.9237669
-73.19626878	112.4980783	452.2417256
-86.73463721	162.6531219	445.0138613
-58.25328523	66.81555795	457.1107358
-32.50831198	-6.214576274	464.7729211
-29.6252583	-5.5938393	464.0587799
-30.32365928	34.29993195	454.4174225
-31.8558526	157.1911523	434.8719806
-65.44403638	77.22803674	453.7822668
-61.04823313	74.06029961	454.8398579
-44.2031463	128.1366745	445.129907
-41.17063402	132.3674289	442.3449365
-41.52380247	138.7019633	440.4449323
-34.87424726	137.365341	439.2906231
-24.61472949	135.411339	437.1080296
-106.3799961	-14.11049647	472.9408793
-30.74595979	160.08276	430.317662
-30.65256959	148.5587552	434.4805994
-24.2868832	152.305719	431.777693
-16.40321699	157.6842764	427.7818149
-19.20598853	110.0697387	432.3255993
-55.47443576	44.39685884	453.904081
-9.235301759	-20.38740596	451.618102
8.436554442	-29.66747012	444.0391356
24.8153215	-28.55368731	435.904781
4.124064874	-54.58085181	441.6670637
19.41235151	-49.98484349	436.8446943
15.55187276	-45.16114437	438.4847962
24.21077848	-38.77950593	435.8108637
19.60005644	-29.75206513	437.8556873
25.18648136	-28.41264117	435.080355
28.88749189	-22.13102622	432.8690079
34.18023418	-17.74223524	430.9576913
117.5285198	15.1147779	381.7104929
107.0604558	22.39481565	398.5294471
111.2611341	8.147400271	396.5390618
112.2218773	21.14585451	395.549418
